id_principal,id_documento,casa,nome_autor,partido,uf,tipo_autor,id_autor
128634,2,senado,Senador Ataídes Oliveira ,PSDB,TO,senador,5164
128634,3,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,4,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,5,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,6,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,7,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,8,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,9,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,10,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,11,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,12,senado,Senador Lasier Martins ,PSD,RS,senador,5533
128634,13,senado,Senador Ataídes Oliveira ,PSDB,TO,senador,5164
128634,15,senado,Senador Fabiano Contarato ,REDE,ES,senador,5953
128634,16,senado,Senador Rodrigo Pacheco ,DEM,MG,senador,5732
128634,17,senado,Senadora Juíza Selma ,PSL,MT,senador,5929
128634,18,senado,Senador Alessandro Vieira ,CIDADANIA,SE,senador,5982
128634,19,senado,Senador Alessandro Vieira ,CIDADANIA,SE,senador,5982
128634,20,senado,Senador Alessandro Vieira ,CIDADANIA,SE,senador,5982
128634,21,senado,Senador Alessandro Vieira ,CIDADANIA,SE,senador,5982
128634,22,senado,Senador Alessandro Vieira ,CIDADANIA,SE,senador,5982
128634,23,senado,Senador Major Olimpio ,PSL,SP,senador,5666
128634,24,senado,Senador Major Olimpio ,PSL,SP,senador,5666
128634,25,senado,Senador Major Olimpio ,PSL,SP,senador,5666
128634,26,senado,Senador Major Olimpio ,PSL,SP,senador,5666
128634,27,senado,Senadora Juíza Selma ,PSL,MT,senador,5929
128634,28,senado,Senadora Juíza Selma ,PSL,MT,senador,5929
128634,29,senado,Senadora Juíza Selma ,PSL,MT,senador,5929
128634,30,senado,Senadora Juíza Selma ,PSL,MT,senador,5929
128634,31,senado,Senadora Juíza Selma ,PSL,MT,senador,5929
128634,32,senado,Senador Arolde de Oliveira ,PSD,RJ,senador,751
128634,33,senado,Senador Arolde de Oliveira ,PSD,RJ,senador,751
128634,34,senado,Senador Arolde de Oliveira ,PSD,RJ,senador,751
128634,35,senado,Senador Major Olimpio ,PSL,SP,senador,5666
