prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2158370,camara,2017-10-25T10:05:00Z,1,"Apresentação do Projeto de Lei n. 8933/2017, pelo Deputado Pastor Eurico (PHS-PE), que: ""Altera a Lei nº 9.394 de 20 de dezembro de 1996, Lei de Base e Diretrizes da Educação Nacional, para dispor que o ensino sobre educação sexual somente será ministrado ao aluno mediante autorização dos pais ou responsáveis legais"".",PLEN,100,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1614020,2158370
2158370,camara,2017-10-25T10:05:00Z,2,Realizar o Encaminhamento para SECAP(SGM),SEPRO,910,NA,NA,2158370
2158370,camara,2017-10-25T10:06:00Z,3,Encaminhado  à CEDI (Legislação Citada),CEDI,1004,NA,NA,2158370
2158370,camara,2017-10-25T12:06:00Z,4,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 5051/2017.,SEPRO,180,NA,NA,2158370
2158370,camara,2017-10-25T12:43:00Z,5,Recebimento pela SECAP(SGM).,SECAP(SGM),500,NA,NA,2158370
2158370,camara,2017-10-31T00:00:00Z,6,Despacho a Confirmar.,MESA,110,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1616606,2158370
2158370,camara,2017-11-06T09:38:00Z,7,Despacho Chancelado,SECAP(SGM),180,NA,NA,2158370
2158370,camara,2017-11-06T09:38:00Z,8,Notificação à Sinopse de Despacho Chancelado,SECAP(SGM),1005,NA,NA,2158370
2158370,camara,2017-11-06T09:40:00Z,9,"Apense-se à(ao) PL-7180/2014. Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II. Regime de Tramitação: Ordinária (Art. 151, III, RICD)",MESA,129,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1616606,2158370
2158370,camara,2017-11-06T09:40:00Z,10,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,Tramitando em Conjunto,NA,2158370
2158370,camara,2017-11-06T11:17:00Z,11,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 1272/2017.,SECAP(SGM),180,NA,NA,2158370
2158370,camara,2017-11-06T11:37:00Z,12,Recebimento pela CCP.,CCP,500,Tramitando em Conjunto,NA,2158370
2158370,camara,2017-11-06T17:21:00Z,13,Encaminhado à(ao) PL718014 através da guia de Remessa (GR/CCP) nº 12142/2017.,CCP,180,Tramitando em Conjunto,NA,2158370
2158370,camara,2017-11-07T00:00:00Z,14,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 08/11/2017.,CCP,604,Tramitando em Conjunto,NA,2158370
2158370,camara,2017-11-07T00:00:00Z,17,"Designado Relator, Dep. Flavinho (PSB-SP)",PL718014,320,NA,NA,2158370
2158370,camara,2017-11-07T16:33:00Z,15,Recebimento pela PL718014.,PL718014,500,NA,NA,2158370
2158370,camara,2017-11-07T18:57:00Z,16,Apensação desta proposição ao PL 7180/2014.,PL718014,106,NA,NA,2158370
2158370,camara,2019-01-31T00:00:00Z,18,Arquivado nos termos do Artigo 105 do Regimento Interno da Câmara dos Deputados.,MESA,502,Tramitando em Conjunto,NA,2158370
2158370,camara,2019-02-19T20:30:00Z,19,"Desarquivado nos termos do Artigo 105 do RICD, em conformidade com o despacho exarado no REQ-120/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1711866,2158370
2158370,camara,2019-02-19T20:30:00Z,20,Reentrada na comissão por motivo de desarquivamento,SECAD(SGM),630,NA,NA,2158370
2158370,camara,2019-02-20T19:38:00Z,21,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-166/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1711908,2158370
2158370,camara,2019-02-20T20:32:00Z,22,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-248/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1712066,2158370
2158370,camara,2019-02-20T20:37:00Z,23,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-268/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1712075,2158370
2158370,camara,2019-02-20T21:09:00Z,24,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-323/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1712454,2158370
2158370,camara,2019-02-20T21:21:00Z,25,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-363/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1712469,2158370
2158370,camara,2019-02-20T21:26:00Z,26,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-433/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1712475,2158370
2158370,camara,2019-02-21T17:50:00Z,27,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-149/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1712836,2158370
2158370,camara,2019-02-22T18:27:00Z,29,"Devido a desarquivamento desta proposição em requerimento anterior, foi declarada prejudicada a solicitação de desarquivamento constante do REQ-276/2019.",MESA,640,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1713673,2158370
